SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title
164,SOHHANU12A58A77C66,873,Crack The Skye,ARMQHX71187B9890D3,Mastodon,4.2885,7,0.539,118.433,4,0.802,The Czar: Usurper/Escape/Martyr/Spiral (Album Version)
165,SOTHWPG12AB018C90E,759,Behind The Blue,ARYXJ5A1187B9B9E56,Kiril Valeri,6.7293,11,0,96.007,4,0.906,Bulgarian Dream
166,SOOQHNV12AB0186CD4,476,Matumago X Press,ARULHJM1187B997004,Word,9.5113,9,0.457,187.807,4,0.381,Amalgama
167,SOSGXRU12AAF3B2B07,894,The Best of DJ Quik - Da Finale,AROTIMO1187FB532BF,DJ Quik,5.5832,7,0.025,181.115,4,0.701,Born and Raised In Compton
168,SOFRUDU12A8C13A40C,362,RCA Country Legends,AR0X3JJ1187FB3A9A7,Hank Locklin,7.0591,2,0.826,148.357,4,0.097,We're Gonna Go Fishin'
169,SONXLQQ12AB0184B54,244,LOOK (Original Motion Picture Soundtrack),AR035N21187FB3938E,BT,0.3554,1,0,136.164,4,0.68,Robbers Kill Cop
170,SOKPHVH12AB0187460,320,Relax,ARA0H5U1187FB47949,2-4 Grooves feat. Reki D.,3.833,4,0.648,126.941,4,1,Relax
171,SOIUGDX12A6D4FDECA,924,Joy In Our Hearts - The Gospel Side Of The Jordanaires,AR358YS1187FB44A29,The Jordanaires,6.5089,5,0.526,159.582,3,1,Sweet By And By
172,SOAYYDM12AB01817E6,996,Enjoy!,ARANOZN1187B9B373E,Descendents,0.6689,6,0.006,89.495,4,0.614,Orgofart
173,SORAJXA12A58A7A4C9,26,A Nite On The Strip - Live,ARHONG11187FB3B120,L.A. Guns,1.0901,5,0.608,102.259,3,1,Bitch Is Back
174,SODJUNF12A8C13337F,215,Boo-Tay,ARRA2F91187B9B4061,Bare Jr.,4.7979,10,0.647,107.529,3,1,Naked Albino
175,SOVDDWO12A6D4F9A78,72,The Best Of Shelley Fabares [Digital Version],ARSGZ3J1187FB3E610,Shelley Fabares,3.072,0,0.675,99.408,4,1,Johnny Loves Me (LP Version)
176,SOFGQAP12AB0185946,588,In London_ In Love,ARMQ32V1187B9999F3,Norrie Paramor,3.4999,9,0.753,79.731,4,0.897,Dearly Beloved
177,SORGLCR12AB0184B69,997,Of My Times,AR8EDG51187FB41A08,Gary Hobbs,9.6452,0,0.403,188.502,1,0,The Look Of Love
178,SOLBIIE12AB0184DFC,828,Venus Envy,AR1GYND1187B9A9CD3,Diesel Boy,4.1595,11,0.724,133.729,1,0.046,Cooler Than You
179,SORHOEV12A81C20F71,572,Freddy's Favorites: The Best of A Nightmare On Elm Street,AR1PCLK1187FB5BBFF,Angelo Badalamenti,7.392,4,0.694,139.136,4,0.63,Taryns Deepest Fear
180,SOFPYXC12A58A7A4B9,926,Bitter Suites to Succubi,ARF0W6Z1187B9AC325,Cradle Of Filth,1.3579,2,0.341,193.693,4,0.617,Summer Dying Fast
181,SOFQGCQ12AB0183609,763,Manila Nights,ARWGIOC1187FB4CBEF,Jim Chappell,3.9407,0,0.693,76.693,4,0.524,Still
182,SOEBDBO12AC4688712,675,Snapshot,ARZHLNX1187FB4B8E7,Ladybug,1.3677,10,0.432,126.95,4,0.575,Snapshot
183,SONIQSB12AB0189829,668,End Of The Road - Single,ARC25S11187B993923,Bandido,3.1391,6,0.598,144.812,1,0.091,End Of The Road (Head Horny\x19s Remix)
184,SOYNEII12AB0181DB6,542,7 Miles,ARKE8PP1187B997DD4,Brixx,9.126,11,0.7,138.003,4,0,7 Miles
185,SOKIGWD12A6701DE9D,56,Things Falling Apart,ARK9TRQ1187B99C095,Nine Inch Nails,8.5677,7,0.576,130.284,4,0.706,The Frail
186,SOHXKAN12AC46872F1,995,Os so\xc3\xb1os que volven,ARGTUWC1187B9904A0,Susana Seivane,0.7195,10,0.881,152.013,4,1,Para Milladoiro
187,SOQZHMH12A8C13A393,947,Leland Martin,ARFS01P1187B9A395A,Leland Martin,5.6207,4,0.852,159.968,4,0.415,Stone Cold Fingers (Bonus Track)
188,SOLEYPL12A6D4F83CE,403,For Screening Purposes Only,ARGWIHH1187B9A79B0,Test Icicles,0.2493,4,0.441,75.031,4,1,Snowball
189,SOZFCNC12A6D4F76F3,13,Endless,AR5MK521187B98E0B8,Heaven 17,5.1636,7,0.473,150.837,4,0.466,(We Don't Need This) Fascist Groove Thang
190,SOPUQFS12A8C13DE1E,65,That Which Does Not Kill You...Can Only Make You Stronger : Three Way Split,ARU22AM1187B9961EA,React,0.267,10,0.634,143.231,1,0,Drunk Alone
191,SOPNRDT12AB018A2D8,518,Break The Night,ARTB56G11C8A41569D,Sven Tasnadi,7.2697,11,0.259,123.993,4,0.302,Charisma
192,SOGTLVU12A8AE47D5D,752,Texas Songster,AR93RTI1187B98ECFB,Mance Lipscomb,7.5326,11,0.681,97.981,1,0,Going Down Slow
193,SOXNMDZ12A6D4FA20D,43,The Scott Wesley Brown Collection: A Library of 35 Favorite Songs,AR9AN471187B99E0DA,Scott Wesley Brown,5.6011,2,0.783,137.288,4,0.471,All Rise
194,SOGOJBW12AB018513B,202,Seu Olhar N\xc3\xa3o Mente,ARAR4YH1187B98BF2A,Fl\xc3\xa1vio Jos\xc3\xa9,2.0289,3,0.372,168.323,4,0.484,Jogo Limpo
195,SONNOCP12A8C145220,794,Never Be Scared / Don't Be A Hero,AR567PN1187FB4B4F2,Moss,9.3513,2,0.144,111.079,4,0.599,Silent Hill
196,SOUDHTP12AB0183403,579,S'Wonderful Movie'n Bossa,ARYKF861187B99C74B,Pery Ribeiro,0.0093,0,0.097,133.009,4,0.682,Our Love Is Here To Stay
197,SOWDEPU12A8C137B14,527,Time and Space,AR4K59J1187FB3759B,Soular,4.4534,6,0.516,146.577,5,1,Everything Changes
198,SOJBYGW12A8C13A497,485,Death ... Is just the beginning Vol.4,ARLSF8H1187B9A76B0,Dimmu Borgir,2.5399,6,0.34,140.458,3,0.595,Master Of Disharmony
199,SOQDTQP12A6D4F793F,17,Live In Tokyo,ARDG9Z71187B997023,Public Image Ltd,8.2836,0,0.551,132.506,4,0.195,(This Is Not A) Love Song (Live)
200,SOJHKYL12A6D4FA0AC,14,Dark Days In Paradise,AR56P361187B9AC4DB,Gary Moore,5.9391,2,0.04,153.862,4,0.404,What Are We Here For
201,SOJVWBA12AB018C326,575,Une petite pause,ARDDHGI126E2B3AA76,Pascal Sangla,3.147,9,0.847,93.238,4,0.521,Une petite pause
202,SONRSQW12A6D4F6D1C,82,The B52's,ARVML631187B99E90D,The B-52's,1.7464,0,0.427,124.086,4,0.366,Wig
203,SONTBYD12A58A77A29,583,Moments,ARBKMHZ11F4C843491,Dakis,2.2509,2,0.558,66.765,1,0.805,Perasmena Mesanihta
204,SOMKMPB12A8C1447D0,418,Punk International,ARD3LXU1187B9ABFC5,Sex Pistols,6.6068,9,0.558,145.518,4,0.675,God Save the Queen (Live)
205,SOSGQPS12A8AE48538,970,Forever,ARXOTQH1187FB57084,Chris Brown,3.5979,1,0.638,139.998,4,0.548,Forever
206,SOKENJQ12AB017EC8C,925,Breaks_ Beats & Blondes,ARMG6K31187FB55677,Deekline & Wizard,1.7775,0,0.674,90.648,3,1,Sun Is Shining
207,SOBNTXB12A8C1428BA,680,Reiki - Spiritual Fitness_ Relaxation and Chakra Meditation,ARFUSID1241B9C9462,Daniela Dess\xc3\xac,0.6575,2,0.706,140.334,4,0.103,New Age
208,SOIKIJC12AC3DFB3D2,305,Peace At Last - EP,ARC6UC81187B989062,Hem,3.2762,5,0.783,89.86,1,0.368,Have Yourself A Merry Little Christmas
209,SOFJNQR12A6D4FAE92,505,Alright_ Still (Deluxe),ARKZJ301187FB521B2,Lily Allen,4.6983,9,0.594,156.097,4,1,U Killed It
210,SOGDFIT12AB018528B,31,Light Flight - The Anthology,ARVKAWO11F50C47C9A,Pentangle,8.5187,5,0.579,179.501,1,0,Rain And Snow
211,SOOIZTH12AB018C12E,218,This DJ,ARHXBJI1241B9C8B7F,DJ Dips,0.352,1,0.611,86.689,3,0.859,Gerra De De
212,SOQPJUL12AB0189379,751,Zlatni hitovi '90 1,ARTFLEU1269FCD1FE3,Ana Bekuta,5.5799,0,0.757,160.261,5,0.182,Kako mi je pitas sad
213,SOMBQEO12A8C135018,50,Miles To Miles,AR0LVFQ1187B9A84E0,Jason Miles,5.8068,10,0.391,101.03,4,0.58,Voices On The Corner
214,SOCQWKZ12A8C13CE4C,511,RoadKillOvercoat,ARU9KWP1187B98B2A7,Busdriver,2.182,6,0.211,155.038,4,0.41,(Bloody Paw On The) Kill Floor
215,SONETAN12A58A7ACEB,219,Addressing The Nation With The Blues,ARZ05QG1187FB3843E,Byther Smith,8.873,1,0.826,117.168,3,1,I Wish My Mother Was Here
216,SOKEXTF12A8C13AE7E,699,Lagrimas Negras,ARTEGHH1187FB435C8,Bebo & Cigala,8.2689,2,0.414,132.967,1,0.405,Inolvidable
217,SOUJISW12CF4E09416,650,Surprise,ARASSX21187FB528B7,Bizarre Inc,0.1007,11,1,139.91,4,1,Miracle
218,SOJKDKH12A58A761A2,347,Apogee,ARRH2S81187B98C8AA,Bongzilla,7.2697,9,0.535,95.882,4,0,Witch Weed (Live)
219,SOTWWBZ12AB01845E0,787,Bone To Pick,ARSF4161187B9B449F,The Gone Jackals,9.7987,4,0.685,135.175,3,0.639,Not Buried Deep Enough
220,SOKZTUH12AB018B938,684,Strictly Trucking,AR87OXB1187FB39E0B,The Willis Brothers,0.6477,7,0.804,121.983,3,0.852,Give Me 40 Acres (To Turn This Rig Around)
221,SOQDTZG12A8C1442E3,984,Music Of The Brazilian Masters,ARCLCFS1187B9AE476,Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd,6.1448,9,0.206,169.775,3,0.1,Ernesto Nazareth
222,SOIFOLA12AB017CDA1,310,To Live Alone,ARWAPYC1187FB3FCAF,S.U.P,4.7048,11,0.582,137.862,4,0,The Cube (Live)
223,SOKHVZO12AB0184C4D,531,PeeBoy EP,ARILV5E1187B9959C8,Boogie Pimps,5.033,1,0.46,83.326,3,1,Get Back Down
224,SOMISOP12AC468D9D5,998,The Way West,ARHSAFX1187B98E89A,Brian Keane,3.5375,4,0,117.667,3,0.255,Battle Of The Rosebud / Cries
225,SOOZKNQ12A6D4F6FD4,33,Suburban,ARGR9FY1187FB4D0E7,Aberdeen,6.7097,9,0.731,90.908,3,1,Beyond the Light
226,SOGOQGE12AB0182907,488,Hitzone 49,ARVG4OK1187B9B6BD3,The Killers,4.342,4,0.49,151.953,4,0.198,Spaceman
227,SOWTIDJ12AB018808C,600,Il meglio di Gloriana,ARGCY1Y1187B9A4FA5,Gloriana,9.0689,0,0.437,161.054,4,0.67,Pulecenella 'e m\xc3\xb2
228,SONIHLC12AB0187B0C,138,Za Solntsem Vsled,ARYFROT1187B9B78C2,Butterfly Temple,0.597,8,0.246,159.895,5,0.298,Iskorosten' (instr.)
229,SOLBHCO12AB018769A,98,Time Will Tell,ARIN12F1187FB3E92C,Grant Geissman,0.6003,9,0.802,128.219,4,0.859,Big Stax/High Volts (Album Version)
230,SOVZVPT12AB018A59E,99,4 Day Tornado,ARMZ4PD1187B9ACBCD,20/20,2.3668,6,1,101.229,4,0.634,It Goes On
231,SOZWDHS12AB0188A33,928,Ao Vivo,AR0CWSC1187B9AFE3F,Jos\xc3\xa9 Augusto,4.7081,0,0.106,98.859,4,0.326,Pecado De Amor
232,SOFSKON12A8C13B3B5,1,The Altogether,ARD5K161187B9AC784,Orbital,7.862,0,0.509,125.975,4,0.794,Illuminate
233,SOBOCAG12A6BD55D56,58,Strength & Loyalty,ARUZRFN1187B98AC05,Bone Thugs-N-Harmony / Akon,6.3015,1,0.529,154.09,4,0.625,Never Forget Me
234,SONCYFS12A8C14261E,297,Kivenkantaja,ARSTH0R1187B98951E,Moonsorrow,6.4926,9,0.764,124.237,4,0,Ukkosenjumalan poika
235,SOTNBNN12A6D4F6CC7,60,Straight Outta Compton,ARSL5SP1187B9A7AE0,N.W.A.,8.7505,9,0.445,97.099,4,1,A B***** Is A B***** (Edited)
236,SOXZLDX12A58A7CE52,249,Live at the Grand Olympic Auditorium,ARCE0H01187B9AF741,Rage Against The Machine,1.5603,9,0.539,140.63,1,0,Kick Out The Jams
237,SOEESQT12A8C13C7D5,181,Take One More Chance With Me,ARW4AGO1187FB4F107,Jazz Gillum,5.6779,0,0.04,101.41,1,0,Me And My Buddy
238,SOSKUNI12AB0187F12,900,Revolutions Per Minute,ARZWK2R1187B98F09F,Rise Against,8.827,4,0.355,186.254,4,0.526,Amber Changing
239,SOSLFMU12AB018FFEA,161,Psycho Drama,ARDOOH01187B991055,Ultraviolence,3.046,1,0.745,210.47,4,0.418,Murder Academy
240,SOOKISK12AB0180667,564,Issues,ARMBTFC1187FB56343,Korn,4.52,7,0.435,94.057,4,1,Hey Daddy
241,SOVGBEK12A8C134E04,224,Britten: Orchestral Works,ARBH0MS1187FB36311,Sir Neville Marriner,5.2713,4,0.517,100.349,1,0,4 Sea Interludes Op. 33a: Storm
242,SORJOMF12AB0186F78,496,I Need You Now,ARTXEZN1187B9B8190,Agnes,5.0689,7,0.727,124.009,4,0.944,I Need You Now
243,SOVTGXQ12A6D4FB9CA,9,Aliens - The Deluxe Edition,ARBM57Q1187B9AF97C,James Horner,1.8166,9,0.137,90.084,1,0.342,Atmosphere Station
244,SOLKTEK12AB018BE1A,48,Mind Control,ARED2DG1187FB3CB4D,Tantric,7.2403,2,0.796,106.698,1,0.792,Walk Away
245,SODYZIU12A8C13FBD9,356,Call of the Mastodon,ARMQHX71187B9890D3,Mastodon,3.5864,2,0.604,89.78,4,0,Shadows That Move
246,SOJRCDU12AB0189D27,657,One World One People,ARNIFX51187FB418EA,Xcultures,0.347,9,0.054,107.177,7,0.545,Smile
247,SOBMHTY12AC9097B7C,541,Live From Dublin,AREW1KO1187B98E42E,The Irish Tenors,0.8583,10,0.045,152.258,4,0.487,Mountains Of Mourne
248,SOZWHVZ12A6D4F90E7,56,Window In The Skies,ARUJ5A41187FB3F5F1,U2,5.1979,3,0.878,134.083,4,0.662,Kite Live from Sydney
249,SOQAHUW12AB0181F04,805,Nuestra Tradici\xc3\xb3n,ARE2BVT1187B9AC9A2,Little Joe,9.0199,5,0.606,106.398,3,1,Loco (Crazy)
250,SOVHRBI12A81C22E02,271,Untitled,ARMBTFC1187FB56343,Korn,8.4958,10,0.439,160.022,3,0.719,Ever Be
251,SOHULHF12AB017F6CF,379,Bahamian Songs,AR97EHA1187B98AD5F,Blind Blake & The Royal Victoria Hotel Calypsos,1.5358,7,0.497,101.492,4,1,Oh Look Misery
252,SOFWWGY12AB0185BC5,831,A Jerome Kern Songbook,ARFTMGO1187B9A777A,Percy Faith,0.2868,0,0.837,86.141,4,0.77,Yesterdays
253,SOEETVW12A6D4F93B8,99,Extreme,AR5J8XN1187B9B712E,Extreme,1.5505,1,0.306,120.097,4,0.194,Teacher's Pet
254,SOJTIKK12A8C13B15E,391,L'enqu\xc3\xaate corse - bof,AR4B3RX1187B9A868A,Alexandre Desplat,0.2689,7,0.417,128.173,4,0.189,Palmer enqu\xc3\xaate
255,SOQBQWN12AB0186782,553,Tales From The Sick,ARE1N571187B98A47D,Prozak,3.2436,8,0.364,88.835,4,0.854,Go To Hell
256,SOKLQWF12A8C1423F2,827,Jerry Butler Selected Hits Vol. 4,AR8XG9J1187FB418C1,Jerry Butler,5.7415,2,0.426,105.24,4,0,Moon River - Original
257,SORQLMX12A8C133FCD,35,L'essentiel 2003,ARHSS201187B98A8CC,Yvette Horner,8.0354,7,0.881,162.385,1,0,La Plus Bath Des Javas
258,SOCLQKJ12AF72A4AB0,614,No Regrets,AR02PUA1187FB52574,Delta 9,0.0664,2,0.171,109.636,5,0.935,Infidel
259,SODWXQV12A6310F10D,,Sleeping With Ghosts,AR6892W1187B9AC71B,Placebo,1.5277,10,0.532,108.264,4,0.902,English Summer Rain
260,SORKRKK12A8C13C12F,741,Miscelanea,ARGNGRI11E2835D567,Tam Tam Go!,6.8207,9,0.51,119.524,4,0.941,Spanish Shuffle (Album Version)
261,SOQPPKZ12A58A7B1EC,837,500,ARQDYV0119B866800F,Gertrudis,6.5268,9,0,97.76,4,0.832,Intro
262,SOXSUNF12A8C134195,629,Virtuous Woman,ARN5W1B1187B98BE10,Warrior King,4.2868,10,0.693,241.877,4,0.947,Empress So Divine
263,SOVRJYX12AB01844E1,972,De Musica Ligera,ARBJSO81187B9BA09B,Soda Stereo,0.2966,7,0.403,91.328,4,0.884,Terapia De Amor Intensiva
264,SOMOHEI12AB018785F,769,My Soul Speaks,ARETCTY1187FB4C033,LORE,6.5546,8,0.9,130.062,4,0.281,Haunting
265,SOOGRLD12A8C132B2F,767,Candy From A Stranger,ARQXR6R1187FB46FD6,Soul Asylum,9.222,11,0.905,68.734,4,0,Lies Of Hate
266,SODAEVD12AB01886BB,256,Music For Christmas Lovers,ARP8TSJ1187FB54852,Carl Doy with NZSO,8.5628,2,0.954,94.658,3,0.653,The First Noel
267,SOAESJW12A8C137CC2,688,Exclusively,AR3PN3R1187FB4CEBD,Horace Andy,4.4485,10,0.166,102.055,1,0,Musical Episode
268,SOHCYVK12AB017BBF2,326,Country Masters Vol 1,ARQGYP71187FB44566,Jimmy Wakely,5.9505,2,0.745,109.065,1,0.04,Beautiful Brown eyes
269,SOCWXYM12AB018BDF3,746,Ultimate Happy Hardcore 3,ARHVU591187B99F46A,The Nightraver & The Magican,3.5342,6,0.741,184.981,4,0.32,Drop the Bass
270,SOSYVIZ12A8C141964,125,Dirty Harriet,ARV2V751187FB4330F,Rah Digga (Featuring Outsidaz),6.8093,7,0.638,201.802,3,0.896,The Last Word (Amended Version)
271,SOTVEKK12A8C1392E1,388,Run DMC,ARX9YIP1187B98A656,RUN-DMC,4.6575,1,0.572,119.67,4,0.686,Hard Times
272,SOHGAJH12A6D4F8F58,33,Love That Bert Kaempfert,ARPPURC1187B990FB7,Bert Kaempfert And His Orchestra,3.7611,0,0.377,105.181,1,0,Just As Much As Ever
273,SOCTSJA12AC9618325,243,Please Help Me I'm Fallin',AR0X3JJ1187FB3A9A7,Hank Locklin,9.033,9,0.703,165.668,3,0.928,Filipino Baby
274,SOTYCYE12AC468AA08,322,Pink Chokolate!,ARYECMK1187FB5C081,Lady May,4.0468,1,0.695,188.056,3,1,The Boss
275,SOAKXET12CF5F86E71,612,Made In Hong Kong (And In Various Other Places),AR74Q3R1187B9B24C3,Nightwish,1.0607,3,0.569,143.97,4,0.456,Escapist
276,SOYDHCW12A6D4F9A2E,86,Blue Velvet,AR1PCLK1187FB5BBFF,Angelo Badalamenti,9.3742,6,0.163,61.883,1,0.56,Jeffrey's Dark Side
277,SOGBJSK12AB018D052,210,Windsor Strings,AR0G47L1187B98CC6D,Frank Chacksfield,1.8232,7,0.569,0,1,0,Someone to Watch Over Me
278,SOSTFTW12A8C13B84A,566,Samambaia,ARKUP6H1187FB3F8E3,Cesar Camargo Mariano/Helio Delmiro,7.1113,9,0.577,163.167,4,0,Milagre Dos Peixes/ Musica Incidental: Cais/ Music Incidental: San Vicente
279,SOLHFZF12AB018AB3E,229,Disconnected,ARHRP6Q1187FB3F016,Buzzhorn,9.9864,9,0.03,144.836,3,0.442,Pinned To The Ground (album version)
280,SOZEHMC12A6D4F9F30,812,Discovering The Waterfront,AR10USD1187B99F3F1,Silverstein,9.64,2,0.548,108.499,4,0.785,Always And Never (Album Version)
281,SOYHNTG12A6D4F5703,274,Myth Takes,ARTW7I31187B9A4CA9,!!!,3.9864,11,0.673,193.978,4,0,Myth Takes
282,SOGBRIU12A582A214C,80,The Last Living American Marxists,ARQCMZ01187B99342C,The Secret Life of Teenage Girls,3.2077,0,0,88.935,4,0.777,Carpe PM
283,SOLCPEB12A58A7BF47,742,Greatest Hits,ARSZ6MA1187FB43D29,The Notorious B.I.G.,6.6558,4,0.613,91.69,4,0.825,Who Shot Ya (Amended Album Version)
284,SOFOGMR12A8C140FFF,182,Coda,ARDIBRT1187B9AF176,Led Zeppelin,2.0991,1,0.076,210.8,7,0.411,Poor Tom (Album Version)
285,SOBJYXZ12A8AE45FF1,297,The Pink & The Lily,ARY80281187FB3E380,Sandi Thom,5.2175,4,0.666,82.205,4,0.945,Wounded Hearts
286,SOGJSEF12AB01847D4,360,20 Greatest Hits,ARXSPYZ1187B98972A,Carl Belew,1.0558,4,0.64,121.563,1,0,Love's Been Good To Me
287,SOCVGQS12A8C13D7DF,681,Coastal,ARR2TI31187FB380FE,The Field Mice,6.7342,3,0.356,162.682,4,0,When Morning Comes To Town
288,SOGVRHK12A8AE47FFB,121,Once More,ARNILB71187B99EC88,Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,1.6468,11,0.191,106.219,1,0,Estate
289,SOGGYSM12A58A79111,543,Harry / Silent Mother Nature,AR0OEYB1187FB4A81E,Catherine Howe,3.3791,4,0.686,172.337,4,0,Freedom Enough (From Silent Mother Nature)
290,SOHCENZ12A8C13AC85,98,Hai Shava,ARH4N0N1187FB3E1F1,Malkit Singh,4.5187,5,0.75,210.305,4,0.561,Hai Shava
291,SOIKVVS12AB0184063,255,Get Ready To Roll,ARDQO721187FB3C6D9,Rodney O & Joe Cooley,2.0158,1,0.035,175.393,4,0.751,Nutty Block
292,SOYCTBG12A8C144341,571,Love From&The Rat Pack,ARIFGKC1187B9B04D5,Dean Martin,5.6681,0,0.301,128.459,5,0.937,Until You Love Someone
293,SOMCCPJ12A8C142B6B,9,STRATA,AR4IWYN1187FB47DF6,Strata,7.6779,2,0.656,109.671,5,0.824,Part One From Triomusic
294,SOVKCDB12A6D4FB2AB,51,Love Among The Young,AR9YQN31187FB45B34,James Darren,5.0052,5,0.378,141.024,4,1,Hello Young Lovers (LP Version)
295,SOONOZL12A6D4FC475,557,Ministry of Sound Presents 100,ARV3IN31187FB4AAAE,Till West & DJ Delicious,3.286,1,0.087,125.558,4,1,Same Man
296,SOIHZMH12AB017DF93,134,Cinema Do Mar,ARCID1N1187FB51DA0,Carlos Nu\xc3\xb1ez,5.353,9,0.779,211.327,3,1,Quiero Ir Ao Mar
297,SOCQJBX12AF72AA6F2,731,Essential Igor Stravinsky,ARKCTSM11F4C83C839,Igor Stravinsky,6.7081,11,0.388,147.637,4,0.187,The Owl and the Pussy-cat
298,SOMWLCK12A8C135D69,563,Echoes,AR7JBP41187FB3EA8A,Gene Clark,8.3848,9,0.327,98.49,1,0,Set You Free This Time
299,SORHXYU12A8C13716B,51,Talento,ARAHQDS1187FB55275,Maysa,0.2558,10,0.038,137.673,7,0.415,Bloco Da Solidao (1996 Digital Remaster)
300,SOEMLQO12AB01808B6,285,Dreamboats & Petticoats 2,ARALP6I1187B989E27,The Shirelles,9.7644,0,0.603,68.283,4,0.692,Will You Love Me Tomorrow
301,SOITEVV12A6D4F5969,22,Voices of Angles - Christmas Favorites from the American Boychoir,AR23EC41187FB4805D,The American Boychoir,0.2689,2,1,0,1,0,Stille nacht_ heilige nacht
302,SOWNSZY12AB0180BCF,520,Cream Trance Anthems Ibiza 2009,AR8JSAL1187FB3CE7E,JDS,5.606,1,0.533,134.014,4,0.109,Nine Ways
303,SOQKKPE12A8C13C2CD,260,Northern Downpour,ARL6FF81187FB5A916,Panic At The Disco,7.7709,5,0.454,85.157,4,0,Northern Downpour (Album Version)
304,SORJXPY12AB0182839,128,Love Is A Sometimes Thing,AR9EZGO1187B9A401F,Jan Howard,5.9815,1,0.49,86.162,4,1,Bad Seed
305,SOIRGRL12AB0186BC2,289,Guidum,ARLDW6Z1187FB3F2A0,Abraham Laboriel,8.1693,11,0.252,93.106,4,0,Exchange
306,SOEGTAN12A6D4F8726,50,Disque Path\xc3\xa9,ARKA2YS1187B9A4060,Mich\xc3\xa8le Arnaud,6.2738,3,0,49.262,4,0,Marie D'Aquitaine
307,SODTRPJ12A8C1377E9,508,Oh My God,AR1QXAQ1187FB47FAC,Sticky Fingaz,6.422,6,0.358,80.149,4,1,Oh My God
308,SOKPFTZ12A6D4FA141,40,A Classic Christmas,ARKSBCO1241B9CE46E,Dame Joan Sutherland / New Philharmonia Orchestra / Richard Bonynge,1.072,6,0.103,82.422,4,0.377,Joy To The World
309,SOFVRCJ12AB018B4DA,113,Road House,AR76DOS1187FB5AE78,The Jeff Healey Band,3.782,7,0.241,107.197,3,1,Hoochie Coochie Man
310,SORWMLD12A8C137D1A,103,Thisia Live,AR4OHL91187B9B2EB9,Angela Dimitriou,5.3775,9,0.446,124.177,4,0.681,Ftei O Erotas
311,SOFHQCR12A8C138A74,6,Bebop Moptop,AR6QQY41187B990574,Danny Wilson,7.2093,7,0.605,196.034,4,0.868,The Second Summer Of Love
312,SOCPGVG12AB018AA84,912,Bach: Organ Works Vol.2,ARN8NCB1187FB49652,Lionel Rogg,0.6134,0,0.314,64.401,4,0,Prelude And Fugue In C Major BWV 531 : Fugue
313,SOYUFEN12AB018BF99,623,Dance Tribute to Lady Gaga Vs Black Eyed Peas,AREHMUC1187B98B91B,Java,6.4142,1,0.651,130.861,4,0.132,Don't Phunk With My Heart
314,SOLWQFA12AB01899E8,69,EQUALIZE,ARXG6L11187FB5695E,SWAMI featuring Asuivre,0.2836,10,0.014,90.008,4,0.676,Give It What U Got
315,SOAMXQV12AB018775F,45,King Of Myself,ARO2EDF1187B993BD8,The Black Velvet Band,6.3913,9,0.59,122.174,4,0.302,Dancing To A Standstill
316,SOENDOQ12A8C139A41,687,Seasons Of The Soul,ARU0HTX1187B98B4C6,Lisa Lynne,6.4991,2,0.6,95.981,4,0.186,Isla del Luna
317,SOWHAEF12A8C13EF0C,343,Realive Tour 2002 -Odoranya Son Son- in Tokyo,ARVMPJC1187FB3B954,Pe'z,2.5775,0,0.194,75.955,5,0.866,Spirit
318,SOTTXNS12AB0187861,408,Steady On,ARDW5AW1187FB55708,Shawn Colvin,4.6003,8,0.719,210.871,4,1,Another Long One
319,SOXSLOL12AB0188039,580,Music Cafe,ARHNL9K1187FB5730C,Stephy Tang,4.1252,4,0.272,105.196,1,0.569,Leng Jing
320,SOQLGFP12A58A7800E,913,The Building,ARD7TVE1187B99BFB1,Casual,9.4477,4,0.412,106.689,1,0.612,OAKtown
321,SOPVXLX12A8C1402D5,747,Just Want You To Know,AR3JMC51187B9AE49D,Backstreet Boys,6.2509,0,0.005,112.787,4,0.572,Larger Than Life
322,SOAOIBZ12AB01815BE,795,Live! At The Royal Albert Hall,ARPBNLO1187FB3D52F,Tiny Tim,0.3628,6,0.02,93.779,3,0.666,I Hold Your Hand In Mine [Live At Royal Albert Hall]
323,SOZHPGD12A8C1394FE,871,At Last... The Duets Album,AR9AWNF1187B9AB0B4,Kenny G featuring Daryl Hall,6.9301,0,0.242,89.865,4,0.879,Baby Come To Me
324,SOSLAVG12A8C13397F,156,Daktilika Apotipomata,AROGWRA122988FEE45,Christos Dantis,3.8264,5,0.126,133.339,4,0.82,Den Pai Alo
325,SOTTDKS12AB018D69B,147,A Christian Christmas Celebration (Gift of Love),ARMBR4Y1187B9990EB,David Martin,1.4754,0,0.996,98.718,4,0.822,It Wont Be Christmas
326,SOMVWWT12A58A7AE05,170,Leave Home,ARQ9BO41187FB5CF1F,John Davis,3.1701,5,0.923,74.072,1,0.888,Knocked Out Of The Park
327,SOQVMXR12A81C21483,487,Salt In NYC,ARKULSX1187FB45F84,Trafik,4.1236,8,0.466,130.006,4,0.628,Salt In NYC
328,SODUJBS12A8C132150,293,Shakespeare in Love - Music from the Miramax Motion Picture,ARI2JSK1187FB496EF,Nick Ingman;Gavyn Wright,1.6207,4,0.835,104.394,3,0.452,Wessex Loses a Bride
